id:ID,department,jobRole,jobLevel,tenureCohort,isActive:boolean,exitDate
EMP_0832,Research & Development,Laboratory Technician,Entry Level,2-5,True,2023-02-06
EMP_0833,Research & Development,Healthcare Representative,Junior Level,5-10,True,
EMP_0834,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_0835,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0836,Human Resources,Human Resources,Entry Level,5-10,True,
EMP_0837,Sales,Sales Executive,Mid Level,10+,True,2023-04-02
EMP_0838,Research & Development,Research Director,Mid Level,10+,True,
EMP_0839,Sales,Sales Executive,Senior Level,10+,True,2023-11-29
EMP_0840,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0841,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_0842,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_0843,Research & Development,Laboratory Technician,Entry Level,0-2,True,2020-05-19
EMP_0844,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_0845,Sales,Sales Executive,Junior Level,10+,True,
EMP_0846,Research & Development,Research Scientist,Junior Level,0-2,True,
EMP_0847,Research & Development,Manufacturing Director,Mid Level,5-10,True,
EMP_0848,Research & Development,Healthcare Representative,Junior Level,10+,True,
EMP_0849,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_0850,Sales,Sales Executive,Junior Level,2-5,True,2021-02-23
EMP_0851,Sales,Sales Representative,Entry Level,0-2,True,
EMP_0852,Research & Development,Manager,Executive Level,5-10,True,
EMP_0853,Research & Development,Laboratory Technician,Entry Level,10+,True,
EMP_0854,Research & Development,Research Scientist,Entry Level,0-2,True,
EMP_0855,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_0856,Research & Development,Manufacturing Director,Junior Level,10+,True,
EMP_0857,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_0858,Research & Development,Research Scientist,Entry Level,5-10,True,2022-09-19
EMP_0859,Research & Development,Manager,Executive Level,5-10,True,
EMP_0860,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_0861,Research & Development,Research Scientist,Entry Level,0-2,True,2020-02-15
EMP_0862,Sales,Manager,Senior Level,10+,True,
EMP_0863,Research & Development,Research Scientist,Entry Level,0-2,True,
EMP_0864,Human Resources,Human Resources,Entry Level,5-10,True,
EMP_0865,Research & Development,Research Scientist,Entry Level,0-2,True,2023-07-09
EMP_0866,Sales,Sales Executive,Junior Level,2-5,True,
EMP_0867,Sales,Sales Executive,Junior Level,0-2,True,
EMP_0868,Research & Development,Manager,Senior Level,2-5,True,
EMP_0869,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_0870,Research & Development,Research Director,Executive Level,2-5,True,
EMP_0871,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0872,Research & Development,Laboratory Technician,Entry Level,0-2,True,2022-11-18
EMP_0873,Sales,Sales Executive,Junior Level,10+,True,
EMP_0874,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_0875,Research & Development,Laboratory Technician,Junior Level,10+,True,
EMP_0876,Research & Development,Research Scientist,Junior Level,10+,True,
EMP_0877,Sales,Sales Representative,Entry Level,2-5,True,
EMP_0878,Research & Development,Manufacturing Director,Junior Level,5-10,True,
EMP_0879,Human Resources,Human Resources,Junior Level,2-5,True,
EMP_0880,Sales,Sales Executive,Junior Level,10+,True,
EMP_0881,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_0882,Research & Development,Research Scientist,Junior Level,5-10,True,
EMP_0883,Research & Development,Manufacturing Director,Mid Level,5-10,True,
EMP_0884,Research & Development,Research Scientist,Entry Level,10+,True,
EMP_0885,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0886,Sales,Sales Executive,Junior Level,2-5,True,
EMP_0887,Research & Development,Research Scientist,Entry Level,10+,True,
EMP_0888,Research & Development,Research Director,Mid Level,0-2,True,
EMP_0889,Sales,Sales Executive,Mid Level,10+,True,
EMP_0890,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_0891,Research & Development,Manufacturing Director,Mid Level,5-10,True,
EMP_0892,Research & Development,Research Scientist,Entry Level,10+,True,
EMP_0893,Research & Development,Research Scientist,Entry Level,0-2,True,2023-04-12
EMP_0894,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_0895,Research & Development,Research Director,Senior Level,10+,True,
EMP_0896,Research & Development,Healthcare Representative,Junior Level,5-10,True,
EMP_0897,Research & Development,Healthcare Representative,Junior Level,10+,True,
EMP_0898,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0899,Research & Development,Research Director,Executive Level,5-10,True,
EMP_0900,Research & Development,Manager,Executive Level,0-2,True,
EMP_0901,Research & Development,Research Scientist,Entry Level,10+,True,
EMP_0902,Research & Development,Laboratory Technician,Entry Level,0-2,True,
EMP_0903,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_0904,Research & Development,Healthcare Representative,Junior Level,5-10,True,
EMP_0905,Research & Development,Research Director,Executive Level,0-2,True,
EMP_0906,Research & Development,Research Director,Senior Level,5-10,True,
EMP_0907,Research & Development,Research Scientist,Entry Level,0-2,True,
EMP_0908,Sales,Manager,Executive Level,10+,True,
EMP_0909,Sales,Sales Executive,Mid Level,5-10,True,
EMP_0910,Research & Development,Research Scientist,Entry Level,0-2,True,
EMP_0911,Research & Development,Research Scientist,Entry Level,0-2,True,
EMP_0912,Sales,Sales Representative,Entry Level,0-2,True,2023-12-10
EMP_0913,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_0914,Sales,Manager,Executive Level,10+,True,2022-05-03
EMP_0915,Research & Development,Healthcare Representative,Senior Level,10+,True,
EMP_0916,Research & Development,Laboratory Technician,Entry Level,2-5,True,2021-06-22
EMP_0917,Sales,Manager,Executive Level,10+,True,
EMP_0918,Sales,Sales Executive,Junior Level,2-5,True,
EMP_0919,Sales,Manager,Executive Level,10+,True,
EMP_0920,Research & Development,Manufacturing Director,Mid Level,5-10,True,
EMP_0921,Research & Development,Laboratory Technician,Junior Level,10+,True,
EMP_0922,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_0923,Research & Development,Manager,Executive Level,10+,True,
EMP_0924,Human Resources,Human Resources,Junior Level,10+,True,
EMP_0925,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_0926,Research & Development,Research Scientist,Junior Level,0-2,True,
EMP_0927,Sales,Sales Executive,Mid Level,10+,True,
EMP_0928,Research & Development,Manufacturing Director,Junior Level,10+,True,
EMP_0929,Research & Development,Healthcare Representative,Mid Level,10+,True,2023-11-22
EMP_0930,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_0931,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_0932,Research & Development,Manufacturing Director,Junior Level,5-10,True,
EMP_0933,Research & Development,Laboratory Technician,Entry Level,5-10,True,2022-08-11
EMP_0934,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_0935,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_0936,Sales,Sales Executive,Junior Level,10+,True,
EMP_0937,Research & Development,Manager,Executive Level,0-2,True,
EMP_0938,Research & Development,Manager,Senior Level,10+,True,
EMP_0939,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_0940,Research & Development,Laboratory Technician,Junior Level,10+,True,2021-11-26
EMP_0941,Research & Development,Research Scientist,Entry Level,5-10,True,2021-04-10
EMP_0942,Research & Development,Laboratory Technician,Junior Level,5-10,True,
EMP_0943,Research & Development,Healthcare Representative,Mid Level,5-10,True,
EMP_0944,Human Resources,Human Resources,Entry Level,5-10,True,
EMP_0945,Research & Development,Laboratory Technician,Junior Level,5-10,True,
EMP_0946,Research & Development,Research Director,Senior Level,2-5,True,
EMP_0947,Sales,Sales Executive,Mid Level,5-10,True,2021-08-23
EMP_0948,Sales,Sales Executive,Mid Level,5-10,True,2021-01-07
EMP_0949,Research & Development,Manager,Mid Level,5-10,True,
EMP_0950,Research & Development,Manufacturing Director,Junior Level,5-10,True,
EMP_0951,Sales,Sales Executive,Mid Level,10+,True,
EMP_0952,Sales,Sales Executive,Junior Level,10+,True,
EMP_0953,Sales,Sales Representative,Entry Level,2-5,True,2021-04-05
EMP_0954,Research & Development,Laboratory Technician,Entry Level,2-5,True,2020-01-18
EMP_0955,Research & Development,Manager,Senior Level,10+,True,
EMP_0956,Research & Development,Manager,Executive Level,10+,True,
EMP_0957,Human Resources,Manager,Executive Level,5-10,True,
EMP_0958,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_0959,Research & Development,Healthcare Representative,Mid Level,5-10,True,
EMP_0960,Research & Development,Research Scientist,Junior Level,5-10,True,
EMP_0961,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0962,Research & Development,Research Scientist,Junior Level,5-10,True,
EMP_0963,Human Resources,Manager,Senior Level,10+,True,
EMP_0964,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0965,Sales,Sales Executive,Junior Level,10+,True,
EMP_0966,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_0967,Research & Development,Manufacturing Director,Mid Level,10+,True,2021-10-27
EMP_0968,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_0969,Sales,Sales Executive,Junior Level,10+,True,
EMP_0970,Research & Development,Manufacturing Director,Mid Level,10+,True,
EMP_0971,Sales,Sales Representative,Entry Level,0-2,True,
EMP_0972,Research & Development,Manufacturing Director,Senior Level,5-10,True,
EMP_0973,Research & Development,Laboratory Technician,Entry Level,0-2,True,
EMP_0974,Research & Development,Laboratory Technician,Junior Level,5-10,True,
EMP_0975,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0976,Sales,Sales Executive,Senior Level,10+,True,2023-09-11
EMP_0977,Research & Development,Manufacturing Director,Senior Level,10+,True,
EMP_0978,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_0979,Research & Development,Healthcare Representative,Junior Level,10+,True,
EMP_0980,Research & Development,Laboratory Technician,Junior Level,5-10,True,
EMP_0981,Sales,Sales Representative,Entry Level,0-2,True,2020-10-13
EMP_0982,Sales,Sales Executive,Junior Level,2-5,True,2021-02-19
EMP_0983,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_0984,Research & Development,Healthcare Representative,Junior Level,10+,True,
EMP_0985,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0986,Research & Development,Manufacturing Director,Junior Level,10+,True,2020-03-02
EMP_0987,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0988,Sales,Sales Executive,Mid Level,2-5,True,
EMP_0989,Research & Development,Research Scientist,Junior Level,5-10,True,
EMP_0990,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_0991,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0992,Sales,Sales Executive,Junior Level,2-5,True,
EMP_0993,Research & Development,Healthcare Representative,Mid Level,5-10,True,
EMP_0994,Sales,Sales Executive,Junior Level,2-5,True,
EMP_0995,Research & Development,Manufacturing Director,Senior Level,5-10,True,
EMP_0996,Research & Development,Research Scientist,Junior Level,10+,True,
EMP_0997,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0998,Research & Development,Research Scientist,Entry Level,5-10,True,2021-02-08
EMP_0999,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_1000,Human Resources,Manager,Senior Level,10+,True,
EMP_1001,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_1002,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_1003,Research & Development,Manufacturing Director,Mid Level,2-5,True,
EMP_1004,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_1005,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_1006,Human Resources,Human Resources,Mid Level,10+,True,
EMP_1007,Research & Development,Laboratory Technician,Junior Level,2-5,True,2021-10-03
EMP_1008,Research & Development,Healthcare Representative,Mid Level,5-10,True,2020-03-11
EMP_1009,Research & Development,Research Director,Senior Level,10+,True,
EMP_1010,Research & Development,Research Director,Executive Level,5-10,True,
EMP_1011,Research & Development,Research Director,Senior Level,5-10,True,
EMP_1012,Sales,Sales Executive,Junior Level,5-10,True,
EMP_1013,Sales,Sales Representative,Entry Level,0-2,True,2021-08-01
EMP_1014,Sales,Sales Executive,Junior Level,2-5,True,
EMP_1015,Research & Development,Research Director,Senior Level,2-5,True,
EMP_1016,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_1017,Research & Development,Research Scientist,Entry Level,0-2,True,2023-08-07
EMP_1018,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_1019,Research & Development,Laboratory Technician,Junior Level,10+,True,
EMP_1020,Sales,Sales Executive,Junior Level,2-5,True,
EMP_1021,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_1022,Sales,Sales Representative,Entry Level,2-5,True,2020-10-31
EMP_1023,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_1024,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_1025,Research & Development,Research Director,Senior Level,10+,True,
EMP_1026,Sales,Sales Executive,Junior Level,5-10,True,
EMP_1027,Sales,Sales Executive,Junior Level,2-5,True,
EMP_1028,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_1029,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_1030,Research & Development,Laboratory Technician,Junior Level,5-10,True,
EMP_1031,Sales,Sales Executive,Mid Level,10+,True,
EMP_1032,Sales,Sales Executive,Mid Level,5-10,True,2021-12-22
EMP_1033,Research & Development,Laboratory Technician,Entry Level,0-2,True,2022-10-18
EMP_1034,Research & Development,Manufacturing Director,Mid Level,10+,True,2022-10-07
EMP_1035,Research & Development,Healthcare Representative,Mid Level,5-10,True,
EMP_1036,Human Resources,Human Resources,Entry Level,2-5,True,
EMP_1037,Research & Development,Laboratory Technician,Entry Level,2-5,True,2021-09-30
EMP_1038,Research & Development,Manufacturing Director,Mid Level,2-5,True,
EMP_1039,Sales,Sales Executive,Junior Level,2-5,True,
EMP_1040,Human Resources,Human Resources,Entry Level,2-5,True,2021-04-16
EMP_1041,Research & Development,Research Director,Mid Level,5-10,True,
EMP_1042,Sales,Sales Executive,Junior Level,5-10,True,
EMP_1043,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_1044,Research & Development,Research Director,Senior Level,5-10,True,
EMP_1045,Research & Development,Healthcare Representative,Junior Level,2-5,True,
EMP_1046,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_1047,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_1048,Sales,Sales Executive,Junior Level,2-5,True,
EMP_1049,Sales,Sales Executive,Junior Level,10+,True,
EMP_1050,Sales,Sales Executive,Junior Level,2-5,True,
EMP_1051,Research & Development,Laboratory Technician,Entry Level,10+,True,
EMP_1052,Sales,Sales Executive,Junior Level,0-2,True,
EMP_1053,Research & Development,Research Scientist,Entry Level,0-2,True,
EMP_1054,Research & Development,Research Scientist,Junior Level,10+,True,
EMP_1055,Research & Development,Healthcare Representative,Mid Level,5-10,True,
EMP_1056,Research & Development,Research Director,Senior Level,10+,True,
EMP_1057,Sales,Sales Representative,Entry Level,2-5,True,2020-12-24
EMP_1058,Sales,Sales Executive,Junior Level,5-10,True,2023-09-05
EMP_1059,Sales,Sales Executive,Junior Level,10+,True,2023-09-14
EMP_1060,Sales,Sales Representative,Entry Level,0-2,True,
EMP_1061,Research & Development,Laboratory Technician,Entry Level,0-2,True,2022-04-07
EMP_1062,Sales,Sales Representative,Entry Level,0-2,True,
EMP_1063,Research & Development,Manufacturing Director,Mid Level,2-5,True,
EMP_1064,Sales,Sales Executive,Junior Level,10+,True,
EMP_1065,Human Resources,Human Resources,Entry Level,5-10,True,
EMP_1066,Research & Development,Healthcare Representative,Junior Level,2-5,True,
EMP_1067,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_1068,Sales,Sales Executive,Junior Level,5-10,True,
EMP_1069,Research & Development,Laboratory Technician,Entry Level,0-2,True,2021-11-20
EMP_1070,Research & Development,Research Scientist,Entry Level,0-2,True,
EMP_1071,Sales,Sales Executive,Junior Level,2-5,True,
EMP_1072,Research & Development,Laboratory Technician,Junior Level,2-5,True,
EMP_1073,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_1074,Research & Development,Manufacturing Director,Junior Level,5-10,True,
EMP_1075,Research & Development,Healthcare Representative,Junior Level,0-2,True,
EMP_1076,Research & Development,Manager,Mid Level,5-10,True,
EMP_1077,Research & Development,Manager,Senior Level,10+,True,
EMP_1078,Research & Development,Research Scientist,Entry Level,5-10,True,2022-07-01
EMP_1079,Research & Development,Research Director,Senior Level,10+,True,
EMP_1080,Research & Development,Manufacturing Director,Mid Level,2-5,True,
EMP_1081,Sales,Manager,Senior Level,10+,True,
EMP_1082,Research & Development,Healthcare Representative,Mid Level,10+,True,
EMP_1083,Research & Development,Laboratory Technician,Junior Level,2-5,True,
EMP_1084,Research & Development,Laboratory Technician,Entry Level,5-10,True,2023-07-06
EMP_1085,Sales,Sales Executive,Mid Level,10+,True,
EMP_1086,Research & Development,Research Scientist,Entry Level,5-10,True,2023-04-01
EMP_1087,Research & Development,Research Director,Senior Level,10+,True,
EMP_1088,Sales,Sales Representative,Entry Level,10+,True,
EMP_1089,Research & Development,Laboratory Technician,Entry Level,0-2,True,
EMP_1090,Research & Development,Research Scientist,Junior Level,10+,True,
EMP_1091,Research & Development,Healthcare Representative,Junior Level,5-10,True,
EMP_1092,Research & Development,Manufacturing Director,Junior Level,5-10,True,
EMP_1093,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_1094,Research & Development,Healthcare Representative,Mid Level,10+,True,
EMP_1095,Sales,Sales Executive,Junior Level,5-10,True,
EMP_1096,Research & Development,Laboratory Technician,Junior Level,10+,True,
EMP_1097,Human Resources,Manager,Senior Level,10+,True,
EMP_1098,Research & Development,Laboratory Technician,Entry Level,0-2,True,
EMP_1099,Research & Development,Healthcare Representative,Junior Level,2-5,True,
EMP_1100,Research & Development,Healthcare Representative,Mid Level,10+,True,
EMP_1101,Sales,Sales Representative,Entry Level,5-10,True,
EMP_1102,Research & Development,Research Scientist,Junior Level,5-10,True,
EMP_1103,Sales,Sales Representative,Entry Level,2-5,True,
EMP_1104,Sales,Sales Executive,Junior Level,5-10,True,
EMP_1105,Research & Development,Research Scientist,Entry Level,0-2,True,
EMP_1106,Sales,Sales Executive,Junior Level,2-5,True,
EMP_1107,Sales,Sales Executive,Junior Level,10+,True,2021-04-11
EMP_1108,Human Resources,Human Resources,Junior Level,5-10,True,
EMP_1109,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_1110,Sales,Sales Executive,Mid Level,2-5,True,
EMP_1111,Research & Development,Laboratory Technician,Entry Level,0-2,True,2020-08-29
EMP_1112,Research & Development,Manufacturing Director,Mid Level,10+,True,2023-02-24
EMP_1113,Research & Development,Manufacturing Director,Junior Level,5-10,True,2022-10-04
EMP_1114,Research & Development,Research Scientist,Junior Level,5-10,True,
EMP_1115,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_1116,Research & Development,Research Scientist,Entry Level,0-2,True,
EMP_1117,Sales,Manager,Executive Level,10+,True,
EMP_1118,Research & Development,Research Scientist,Junior Level,2-5,True,
EMP_1119,Research & Development,Research Scientist,Entry Level,0-2,True,
EMP_1120,Sales,Sales Executive,Junior Level,5-10,True,
EMP_1121,Sales,Sales Executive,Junior Level,2-5,True,
EMP_1122,Sales,Sales Executive,Junior Level,0-2,True,
EMP_1123,Research & Development,Laboratory Technician,Entry Level,10+,True,
EMP_1124,Research & Development,Healthcare Representative,Junior Level,5-10,True,
EMP_1125,Sales,Sales Executive,Mid Level,5-10,True,
EMP_1126,Research & Development,Healthcare Representative,Junior Level,5-10,True,
EMP_1127,Sales,Manager,Executive Level,0-2,True,
EMP_1128,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_1129,Research & Development,Laboratory Technician,Junior Level,2-5,True,
EMP_1130,Research & Development,Manager,Executive Level,0-2,True,
EMP_1131,Research & Development,Laboratory Technician,Junior Level,10+,True,
EMP_1132,Research & Development,Healthcare Representative,Junior Level,5-10,True,
EMP_1133,Sales,Sales Executive,Junior Level,5-10,True,
EMP_1134,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_1135,Research & Development,Laboratory Technician,Entry Level,0-2,True,
EMP_1136,Sales,Manager,Senior Level,10+,True,
EMP_1137,Research & Development,Laboratory Technician,Entry Level,0-2,True,2021-06-03
EMP_1138,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_1139,Research & Development,Healthcare Representative,Senior Level,10+,True,
EMP_1140,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_1141,Research & Development,Research Director,Executive Level,10+,True,
EMP_1142,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_1143,Research & Development,Laboratory Technician,Junior Level,10+,True,
EMP_1144,Sales,Sales Executive,Junior Level,10+,True,
EMP_1145,Sales,Sales Executive,Junior Level,5-10,True,
EMP_1146,Research & Development,Manufacturing Director,Junior Level,2-5,True,
EMP_1147,Research & Development,Manufacturing Director,Junior Level,5-10,True,
EMP_1148,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_1149,Research & Development,Manufacturing Director,Junior Level,5-10,True,
EMP_1150,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_1151,Research & Development,Research Scientist,Junior Level,10+,True,
EMP_1152,Research & Development,Manufacturing Director,Junior Level,5-10,True,
EMP_1153,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_1154,Sales,Sales Representative,Entry Level,0-2,True,2021-11-22
EMP_1155,Human Resources,Manager,Executive Level,5-10,True,
EMP_1156,Research & Development,Laboratory Technician,Junior Level,10+,True,
EMP_1157,Research & Development,Manufacturing Director,Mid Level,10+,True,
EMP_1158,Research & Development,Healthcare Representative,Junior Level,10+,True,
EMP_1159,Research & Development,Manufacturing Director,Junior Level,2-5,True,
EMP_1160,Research & Development,Manufacturing Director,Junior Level,5-10,True,
EMP_1161,Research & Development,Manufacturing Director,Junior Level,10+,True,
EMP_1162,Research & Development,Manufacturing Director,Mid Level,5-10,True,
EMP_1163,Sales,Sales Executive,Mid Level,10+,True,2021-12-26
EMP_1164,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_1165,Research & Development,Manufacturing Director,Mid Level,2-5,True,
EMP_1166,Human Resources,Human Resources,Junior Level,10+,True,
EMP_1167,Research & Development,Manager,Senior Level,2-5,True,
EMP_1168,Sales,Sales Executive,Junior Level,2-5,True,2023-01-03
EMP_1169,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_1170,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_1171,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_1172,Research & Development,Laboratory Technician,Entry Level,2-5,True,2023-09-14
EMP_1173,Sales,Sales Executive,Junior Level,5-10,True,
EMP_1174,Research & Development,Healthcare Representative,Mid Level,2-5,True,
EMP_1175,Research & Development,Manufacturing Director,Junior Level,5-10,True,
EMP_1176,Research & Development,Manufacturing Director,Junior Level,5-10,True,
EMP_1177,Research & Development,Research Director,Senior Level,2-5,True,
EMP_1178,Research & Development,Research Director,Mid Level,10+,True,
EMP_1179,Sales,Sales Representative,Entry Level,2-5,True,
EMP_1180,Research & Development,Research Scientist,Junior Level,10+,True,
EMP_1181,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_1182,Research & Development,Healthcare Representative,Senior Level,10+,True,
EMP_1183,Research & Development,Manufacturing Director,Junior Level,2-5,True,
EMP_1184,Research & Development,Healthcare Representative,Junior Level,5-10,True,
EMP_1185,Research & Development,Manager,Senior Level,10+,True,
EMP_1186,Research & Development,Research Director,Senior Level,10+,True,
EMP_1187,Sales,Sales Executive,Junior Level,10+,True,2023-02-23
EMP_1188,Research & Development,Research Scientist,Junior Level,10+,True,
EMP_1189,Sales,Sales Executive,Junior Level,10+,True,
EMP_1190,Sales,Sales Executive,Junior Level,5-10,True,
EMP_1191,Research & Development,Research Scientist,Junior Level,5-10,True,
EMP_1192,Sales,Sales Executive,Junior Level,10+,True,
EMP_1193,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_1194,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_1195,Sales,Manager,Senior Level,2-5,True,
EMP_1196,Research & Development,Manager,Senior Level,5-10,True,
EMP_1197,Sales,Sales Executive,Mid Level,2-5,True,
EMP_1198,Sales,Sales Representative,Entry Level,2-5,True,
EMP_1199,Sales,Sales Executive,Junior Level,5-10,True,
EMP_1200,Research & Development,Healthcare Representative,Junior Level,2-5,True,
EMP_1201,Human Resources,Human Resources,Entry Level,2-5,True,
EMP_1202,Research & Development,Laboratory Technician,Entry Level,5-10,True,2021-01-04
EMP_1203,Research & Development,Laboratory Technician,Entry Level,0-2,True,
EMP_1204,Research & Development,Healthcare Representative,Mid Level,2-5,True,
EMP_1205,Sales,Sales Representative,Entry Level,5-10,True,2022-12-14
EMP_1206,Research & Development,Laboratory Technician,Entry Level,0-2,True,2021-01-04
EMP_1207,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_1208,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_1209,Research & Development,Laboratory Technician,Junior Level,10+,True,
EMP_1210,Research & Development,Healthcare Representative,Mid Level,0-2,True,
EMP_1211,Research & Development,Laboratory Technician,Entry Level,10+,True,
EMP_1212,Sales,Sales Executive,Junior Level,5-10,True,
EMP_1213,Research & Development,Research Scientist,Entry Level,10+,True,
EMP_1214,Sales,Sales Representative,Entry Level,2-5,True,2021-09-13
EMP_1215,Research & Development,Healthcare Representative,Mid Level,5-10,True,
EMP_1216,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_1217,Sales,Sales Executive,Junior Level,10+,True,
EMP_1218,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_1219,Sales,Sales Executive,Mid Level,10+,True,
EMP_1220,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_1221,Sales,Sales Representative,Junior Level,10+,True,
EMP_1222,Research & Development,Healthcare Representative,Mid Level,10+,True,
EMP_1223,Human Resources,Human Resources,Entry Level,0-2,True,2023-06-06
EMP_1224,Sales,Sales Executive,Senior Level,10+,True,2022-05-16
EMP_1225,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_1226,Research & Development,Research Director,Senior Level,10+,True,
EMP_1227,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_1228,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_1229,Human Resources,Human Resources,Junior Level,2-5,True,
EMP_1230,Research & Development,Manufacturing Director,Junior Level,0-2,True,
EMP_1231,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_1232,Research & Development,Healthcare Representative,Junior Level,10+,True,
EMP_1233,Research & Development,Manufacturing Director,Junior Level,5-10,True,
EMP_1234,Research & Development,Research Scientist,Entry Level,10+,True,
EMP_1235,Sales,Sales Executive,Junior Level,0-2,True,
EMP_1236,Sales,Sales Executive,Mid Level,10+,True,
EMP_1237,Sales,Sales Executive,Junior Level,2-5,True,2023-06-12
EMP_1238,Sales,Sales Executive,Junior Level,0-2,True,2022-11-18
EMP_1239,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_1240,Research & Development,Manufacturing Director,Junior Level,5-10,True,
EMP_1241,Research & Development,Laboratory Technician,Junior Level,5-10,True,
EMP_1242,Sales,Sales Executive,Mid Level,2-5,True,
EMP_1243,Sales,Manager,Executive Level,10+,True,
EMP_1244,Human Resources,Human Resources,Mid Level,5-10,True,
EMP_1245,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_1246,Human Resources,Human Resources,Entry Level,2-5,True,
EMP_1247,Human Resources,Human Resources,Entry Level,2-5,True,2023-04-14
EMP_1248,Sales,Sales Executive,Junior Level,5-10,True,
